Time [msec],x [m],y [m],z [m],Red,Green,Blue
68500,42.1274,-90.097,14.138,255,255,255
68750,44.3995,-90.0767,14.2059,255,255,255
69000,46.6997,-89.9984,14.2741,255,255,255
69250,49.0264,-89.8606,14.3428,255,255,255
69500,51.3779,-89.662,14.4118,255,255,255
69750,53.7526,-89.4011,14.4812,255,255,255
70000,56.1489,-89.0767,14.5509,255,255,255
70250,58.5651,-88.6873,14.621,255,255,255
70500,60.9995,-88.2316,14.6915,255,255,255
70750,63.4505,-87.7082,14.7623,255,255,255
71000,65.9164,-87.1157,14.8334,255,255,255
71250,68.3957,-86.4528,14.9048,255,255,255
71500,70.8866,-85.7181,14.9765,255,255,255
71750,73.3875,-84.9102,15.0485,255,255,255
72000,75.8967,-84.0277,15.1208,255,255,255
72250,78.4125,-83.069,15.1934,255,255,255
72500,80.9322,-82.033,15.2663,255,255,255
72750,83.4532,-80.9191,15.3395,255,255,255
73000,85.973,-79.7272,15.4129,255,255,255
73250,88.4891,-78.4567,15.4867,255,255,255
73500,90.9988,-77.1075,15.5607,255,255,255
73750,93.4997,-75.679,15.6349,255,255,255
74000,95.9891,-74.1711,15.7095,255,255,255
74250,98.4645,-72.5832,15.7843,255,255,255
74500,100.9234,-70.9151,15.8594,255,255,255
74750,103.3631,-69.1664,15.9347,255,255,255
75000,105.7812,-67.3368,16.0103,255,255,255
75250,108.1751,-65.4259,16.0862,255,255,255
75500,110.5421,-63.4334,16.1623,255,255,255
75750,112.8798,-61.3588,16.2386,255,255,255
76000,115.1856,-59.202,16.3152,255,255,255
76250,117.457,-56.9624,16.3921,255,255,255
76500,119.6911,-54.6397,16.4691,255,255,255
76750,121.8848,-52.2345,16.5464,255,255,255
77000,124.0355,-49.7478,16.6238,255,255,255
77250,126.1404,-47.181,16.7014,255,255,255
77500,128.1967,-44.5352,16.7792,255,255,255
77750,130.2017,-41.8117,16.8572,255,255,255
78000,132.1527,-39.0117,16.9354,255,255,255
78250,134.0469,-36.1365,17.0137,255,255,255
78500,135.8817,-33.1873,17.0922,255,255,255
78750,137.6542,-30.1652,17.1709,255,255,255
79000,139.3617,-27.0716,17.2498,255,255,255
79250,141.0016,-23.9077,17.3288,255,255,255
79500,142.571,-20.6746,17.408,255,255,255
79750,144.0672,-17.3737,17.4874,255,255,255
80000,145.4875,-14.006,17.567,255,255,255
80250,146.8292,-10.573,17.6467,255,255,255
80500,148.0895,-7.0757,17.7266,255,255,255
80750,149.2655,-3.5158,17.8066,255,255,255
81000,150.3548,0.1045,17.8868,255,255,255
81250,151.3555,3.7822,17.967,255,255,255
81500,152.2657,7.5146,18.0474,255,255,255
81750,153.0835,11.2989,18.1279,255,255,255
82000,153.807,15.1325,18.2085,255,255,255
82250,154.4344,19.0125,18.2891,255,255,255
82500,154.9638,22.9362,18.3699,255,255,255
82750,155.3933,26.9009,18.4508,255,255,255
83000,155.721,30.9037,18.5318,255,255,255
83250,155.945,34.9419,18.6128,255,255,255
83500,156.0635,39.0128,18.694,255,255,255
83750,156.0746,43.1136,18.7752,255,255,255
84000,155.9763,47.2415,18.8565,255,255,255
84250,155.7669,51.3939,18.9379,255,255,255
84500,155.4444,55.5678,19.0193,255,255,255
84750,155.0068,59.7605,19.1008,255,255,255
85000,154.453,63.9681,19.1825,255,255,255
85250,153.7827,68.1872,19.2641,255,255,255
85500,152.9958,72.4141,19.3459,255,255,255
85750,152.0921,76.6454,19.4277,255,255,255
86000,151.0716,80.8774,19.5095,255,255,255
86250,149.9339,85.1065,19.5914,255,255,255
86500,148.679,89.3293,19.6733,255,255,255
86750,147.3066,93.5421,19.7552,255,255,255
87000,145.8167,97.7413,19.8371,255,255,255
87250,144.209,101.9235,19.919,255,255,255
87500,142.4834,106.0849,20.0008,255,255,255
87750,140.6397,110.2222,20.0826,255,255,255
88000,138.6778,114.3316,20.1644,255,255,255
88250,136.5975,118.4096,20.2461,255,255,255
88500,134.3986,122.4527,20.3277,255,255,255
88750,132.081,126.4573,20.4093,255,255,255
89000,129.6448,130.4195,20.4908,255,255,255
89250,127.0914,134.3356,20.5723,255,255,255
89500,124.4227,138.2024,20.6538,255,255,255
89750,121.6404,142.0165,20.7352,255,255,255
90000,118.7463,145.7747,20.8167,255,255,255
90250,115.7423,149.4738,20.8981,255,255,255
90500,112.6301,153.1106,20.9795,255,255,255
90750,109.4115,156.6817,21.0608,255,255,255
91000,106.0884,160.184,21.1422,255,255,255
91250,102.6624,163.6141,21.2235,255,255,255
91500,99.1355,166.969,21.3047,255,255,255
91750,95.5093,170.2452,21.386,255,255,255
92000,91.7858,173.4395,21.4671,255,255,255
92250,87.9666,176.5488,21.5483,255,255,255
92500,84.0537,179.5697,21.6294,255,255,255
92750,80.0487,182.4991,21.7104,255,255,255
93000,75.9537,185.3332,21.7913,255,255,255
93250,71.7717,188.0691,21.8721,255,255,255
93500,67.5059,190.705,21.9527,255,255,255
93750,63.1595,193.2391,22.0332,255,255,255
94000,58.7358,195.6699,22.1135,255,255,255
94250,54.2382,197.9955,22.1936,255,255,255
94500,49.6698,200.2144,22.2736,255,255,255
94750,45.0339,202.3248,22.3534,255,255,255
95000,40.3337,204.3249,22.433,255,255,255
95250,35.5726,206.2132,22.5125,255,255,255
95500,30.7538,207.9879,22.5918,255,255,255
95750,25.8806,209.6473,22.671,255,255,255
96000,20.9561,211.1897,22.75,255,255,255
96250,15.9838,212.6135,22.8289,255,255,255
96500,10.9668,213.9168,22.9076,255,255,255
96750,5.9083,215.0981,22.9861,255,255,255
97000,0.8118,216.1556,23.0645,255,255,255
97250,-4.3197,217.0876,23.1428,255,255,255
97500,-9.4827,217.8924,23.2209,255,255,255
97750,-14.6736,218.5686,23.2988,255,255,255
98000,-19.8876,219.1161,23.3765,255,255,255
98250,-25.1215,219.5356,23.4539,255,255,255
98500,-30.3716,219.8275,23.5311,255,255,255
98750,-35.6345,219.9925,23.6081,255,255,255
99000,-40.9067,220.031,23.6848,255,255,255
99250,-46.1847,219.9436,23.7613,255,255,255
99500,-51.4651,219.731,23.8375,255,255,255
99750,-56.7443,219.3935,23.9135,255,255,255
100000,-62.0189,218.9319,23.9893,255,255,255
100250,-67.2855,218.3466,24.0649,255,255,255
100500,-72.5404,217.6381,24.1401,255,255,255
100750,-77.7802,216.8072,24.2152,255,255,255
101000,-83.0016,215.8542,24.29,255,255,255
101250,-88.2008,214.7798,24.3646,255,255,255
101500,-93.3746,213.5845,24.439,255,255,255
101750,-98.5194,212.2689,24.5131,255,255,255
102000,-103.6316,210.8335,24.587,255,255,255
102250,-108.708,209.2788,24.6606,255,255,255
102500,-113.7446,207.6061,24.734,255,255,255
102750,-118.7383,205.8177,24.8071,255,255,255
103000,-123.6869,203.9162,24.8798,255,255,255
103250,-128.5879,201.9037,24.9522,255,255,255
103500,-133.4391,199.7827,25.0242,255,255,255
103750,-138.2382,197.5555,25.0959,255,255,255
104000,-142.983,195.2244,25.1672,255,255,255
104250,-147.671,192.7917,25.2383,255,255,255
104500,-152.3001,190.2598,25.3089,255,255,255
