Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,1.5,1.5,0.008,255,255,255
250,1.5,1.5,0.2959,255,255,255
500,1.5,1.5,1.1394,255,255,255
750,1.5,1.5,2.0834,255,255,255
1000,1.5,1.5,3.1679,255,255,255
1250,1.5,1.5,4.5506,255,255,255
1500,1.5,1.5,6.0553,255,255,255
1750,1.5,1.5,7.4994,255,255,255
2000,1.5,1.5,8.7001,255,255,255
2250,1.5,1.5,9.4886,255,255,255
2500,1.5,1.5,9.88,255,255,255
2750,1.5,1.5,9.9981,255,255,255
3000,1.5,1.5,10,255,255,255
3250,1.5,1.5,10,255,255,255
3500,1.5245,1.5176,10.0041,255,255,255
3750,1.618,1.5848,10.0198,255,255,255
4000,1.7801,1.7013,10.047,255,255,255
4250,2.0092,1.8659,10.0853,255,255,255
4500,2.3038,2.0777,10.1346,255,255,255
4750,2.6626,2.3355,10.1946,255,255,255
5000,3.0839,2.6383,10.2651,255,255,255
5250,3.5663,2.9849,10.3456,255,255,255
5500,4.1083,3.3744,10.4361,255,255,255
5750,4.7084,3.8057,10.5362,255,255,255
6000,5.3652,4.2777,10.6457,255,255,255
6250,6.0771,4.7892,10.7642,255,255,255
6500,6.8404,5.3377,10.8913,255,255,255
6750,7.6482,5.9183,11.0258,255,255,255
7000,8.4975,6.5288,11.1673,255,255,255
7250,9.3851,7.1667,11.3152,255,255,255
7500,10.3077,7.8299,11.4691,255,255,255
7750,11.2623,8.5162,11.6282,255,255,255
8000,12.2458,9.2232,11.7923,255,255,255
8250,13.2549,9.9486,11.9606,255,255,255
8500,14.2865,10.6903,12.1327,255,255,255
8750,15.3376,11.4459,12.3081,255,255,255
9000,16.4048,12.2132,12.4862,255,255,255
9250,17.4852,12.99,12.6665,255,255,255
9500,18.5756,13.7739,12.8485,255,255,255
9750,19.6727,14.5627,13.0317,255,255,255
10000,20.7736,15.3541,13.2154,255,255,255
10250,21.8749,16.1459,13.3993,255,255,255
10500,22.9737,16.9358,13.5827,255,255,255
10750,24.0666,17.7215,13.7652,255,255,255
11000,25.1507,18.5008,13.9462,255,255,255
11250,26.2227,19.2714,14.1252,255,255,255
11500,27.2796,20.0311,14.3016,255,255,255
11750,28.3181,20.7775,14.475,255,255,255
12000,29.3351,21.5084,14.6448,255,255,255
12250,30.3275,22.2216,14.8105,255,255,255
12500,31.2921,22.9148,14.9715,255,255,255
12750,32.2258,23.5858,15.1274,255,255,255
13000,33.1255,24.2321,15.2775,255,255,255
13250,33.988,24.8517,15.4215,255,255,255
13500,34.8103,25.4424,15.5587,255,255,255
13750,35.5894,26.0023,15.6887,255,255,255
14000,36.3223,26.529,15.811,255,255,255
14250,37.0056,27.0202,15.925,255,255,255
14500,37.6361,27.4735,16.0302,255,255,255
14750,38.2106,27.8866,16.1261,255,255,255
15000,38.7258,28.2572,16.2121,255,255,255
15250,39.1786,28.5828,16.2877,255,255,255
15500,39.5657,28.8611,16.3523,255,255,255
15750,39.8801,29.087,16.4048,255,255,255
16000,40.1168,29.257,16.4444,255,255,255
16250,40.2814,29.3752,16.472,255,255,255
16500,40.3797,29.4456,16.4885,255,255,255
16750,40.4172,29.4725,16.4949,255,255,255
17000,40.418,29.473,16.495,255,255,255
17250,40.418,29.473,16.495,255,255,255
17500,40.418,29.473,16.495,255,255,255
17750,40.418,29.473,16.495,255,255,255
18000,40.418,29.473,16.495,255,255,255
18250,40.418,29.473,16.495,255,255,255
18500,40.418,29.473,16.495,255,255,255
18750,40.418,29.473,16.495,255,255,255
19000,40.418,29.473,16.495,255,255,255
19250,40.418,29.473,16.495,255,255,255
19500,40.418,29.473,16.495,255,255,255
19750,40.418,29.473,16.495,255,255,255
20000,40.418,29.473,16.495,255,255,255
20250,40.418,29.473,16.495,255,255,255
20500,40.418,29.473,16.495,255,255,255
20750,40.418,29.473,16.495,255,255,255
21000,40.3765,29.3681,16.5115,255,255,255
21250,40.2207,28.9738,16.5737,255,255,255
21500,39.9553,28.3026,16.6795,255,255,255
21750,39.5872,27.3715,16.8263,255,255,255
22000,39.123,26.1974,17.0116,255,255,255
22250,38.5693,24.7972,17.2326,255,255,255
22500,37.9351,23.1934,17.4857,255,255,255
22750,37.2331,21.418,17.7658,255,255,255
23000,36.4735,19.497,18.0689,255,255,255
23250,35.6666,17.456,18.3907,255,255,255
23500,34.8224,15.3208,18.7274,255,255,255
